x,y
149,107
150,107
182,107
183,107
184,107
193,107
194,107
195,107
27,106
28,106
31,106
38,106
39,106
81,106
82,106
83,106
90,106
91,106
92,106
124,106
125,106
126,106
127,106
128,106
130,106
147,106
148,106
149,106
150,106
151,106
182,106
183,106
184,106
185,106
194,106
195,106
196,106
27,105
28,105
29,105
31,105
38,105
39,105
40,105
81,105
82,105
83,105
91,105
92,105
125,105
126,105
127,105
128,105
133,105
148,105
149,105
150,105
151,105
152,105
183,105
184,105
185,105
194,105
195,105
196,105
27,104
28,104
29,104
31,104
32,104
38,104
39,104
40,104
41,104
82,104
83,104
91,104
92,104
93,104
125,104
126,104
127,104
128,104
132,104
133,104
150,104
151,104
152,104
153,104
183,104
184,104
185,104
195,104
196,104
28,103
29,103
32,103
39,103
40,103
41,103
82,103
83,103
91,103
92,103
93,103
94,103
125,103
126,103
127,103
128,103
129,103
130,103
131,103
132,103
135,103
136,103
151,103
152,103
153,103
184,103
185,103
186,103
195,103
196,103
28,102
29,102
30,102
40,102
41,102
42,102
43,102
82,102
83,102
84,102
91,102
92,102
93,102
94,102
125,102
126,102
127,102
128,102
129,102
130,102
131,102
132,102
133,102
134,102
135,102
136,102
152,102
153,102
154,102
184,102
185,102
186,102
196,102
197,102
29,101
30,101
41,101
42,101
43,101
44,101
82,101
83,101
84,101
92,101
93,101
94,101
125,101
126,101
127,101
128,101
129,101
130,101
131,101
132,101
133,101
134,101
135,101
136,101
137,101
138,101
139,101
140,101
152,101
153,101
154,101
155,101
185,101
186,101
187,101
196,101
197,101
29,100
30,100
31,100
42,100
43,100
44,100
45,100
82,100
83,100
84,100
92,100
93,100
94,100
126,100
127,100
128,100
129,100
130,100
131,100
132,100
133,100
134,100
135,100
136,100
137,100
138,100
139,100
140,100
141,100
142,100
153,100
154,100
155,100
185,100
186,100
187,100
188,100
196,100
197,100
198,100
29,99
30,99
31,99
32,99
42,99
43,99
44,99
45,99
46,99
47,99
83,99
84,99
92,99
93,99
94,99
127,99
128,99
129,99
130,99
131,99
132,99
133,99
134,99
135,99
136,99
137,99
138,99
139,99
140,99
141,99
142,99
143,99
153,99
154,99
155,99
186,99
187,99
188,99
196,99
197,99
198,99
199,99
30,98
31,98
32,98
44,98
45,98
46,98
47,98
48,98
83,98
84,98
92,98
93,98
94,98
130,98
131,98
132,98
133,98
134,98
135,98
136,98
137,98
138,98
139,98
140,98
141,98
142,98
143,98
144,98
154,98
155,98
156,98
186,98
187,98
188,98
196,98
197,98
198,98
199,98
31,97
32,97
33,97
45,97
46,97
47,97
48,97
83,97
84,97
85,97
93,97
94,97
95,97
134,97
135,97
136,97
137,97
138,97
139,97
140,97
141,97
142,97
143,97
144,97
145,97
155,97
156,97
187,97
188,97
189,97
197,97
198,97
199,97
200,97
32,96
33,96
34,96
47,96
48,96
49,96
83,96
84,96
85,96
93,96
94,96
95,96
136,96
137,96
138,96
139,96
140,96
141,96
142,96
143,96
145,96
146,96
155,96
156,96
157,96
188,96
189,96
198,96
199,96
200,96
33,95
34,95
35,95
48,95
49,95
50,95
51,95
84,95
85,95
93,95
94,95
95,95
138,95
139,95
140,95
141,95
142,95
143,95
145,95
146,95
155,95
156,95
157,95
188,95
189,95
190,95
198,95
199,95
200,95
201,95
33,94
34,94
35,94
36,94
48,94
49,94
50,94
51,94
52,94
84,94
85,94
86,94
94,94
95,94
139,94
140,94
141,94
142,94
145,94
146,94
155,94
156,94
157,94
188,94
189,94
190,94
198,94
199,94
200,94
201,94
34,93
35,93
36,93
37,93
49,93
50,93
51,93
52,93
53,93
84,93
85,93
86,93
94,93
95,93
96,93
141,93
146,93
147,93
155,93
156,93
157,93
189,93
190,93
191,93
199,93
200,93
201,93
202,93
35,92
36,92
37,92
51,92
52,92
53,92
54,92
55,92
84,92
85,92
86,92
94,92
95,92
96,92
146,92
147,92
155,92
156,92
157,92
190,92
191,92
200,92
202,92
36,91
37,91
38,91
39,91
52,91
53,91
54,91
55,91
85,91
86,91
94,91
95,91
96,91
146,91
147,91
155,91
156,91
157,91
190,91
191,91
192,91
202,91
38,90
39,90
40,90
54,90
55,90
56,90
57,90
85,90
86,90
87,90
95,90
96,90
146,90
147,90
155,90
156,90
157,90
190,90
191,90
192,90
193,90
201,90
202,90
203,90
39,89
40,89
41,89
42,89
55,89
56,89
57,89
58,89
85,89
86,89
87,89
95,89
96,89
97,89
146,89
147,89
155,89
156,89
157,89
191,89
192,89
193,89
201,89
202,89
203,89
39,88
40,88
41,88
42,88
43,88
55,88
56,88
57,88
58,88
59,88
86,88
87,88
96,88
97,88
98,88
146,88
147,88
155,88
156,88
157,88
191,88
192,88
193,88
203,88
204,88
40,87
41,87
42,87
43,87
56,87
57,87
58,87
59,87
86,87
87,87
88,87
96,87
97,87
98,87
99,87
145,87
146,87
147,87
155,87
156,87
157,87
192,87
193,87
194,87
203,87
204,87
41,86
42,86
43,86
44,86
45,86
58,86
59,86
60,86
61,86
86,86
87,86
88,86
96,86
97,86
98,86
99,86
145,86
146,86
155,86
156,86
157,86
193,86
194,86
195,86
203,86
204,86
43,85
44,85
45,85
46,85
59,85
60,85
61,85
62,85
86,85
87,85
88,85
97,85
98,85
99,85
100,85
145,85
146,85
155,85
156,85
193,85
194,85
195,85
203,85
204,85
44,84
45,84
46,84
47,84
60,84
61,84
62,84
63,84
87,84
88,84
89,84
98,84
99,84
100,84
144,84
145,84
146,84
155,84
156,84
194,84
195,84
196,84
204,84
44,83
45,83
46,83
47,83
48,83
49,83
61,83
62,83
63,83
64,83
88,83
89,83
99,83
100,83
101,83
144,83
145,83
154,83
155,83
156,83
194,83
195,83
196,83
204,83
45,82
46,82
47,82
48,82
49,82
50,82
61,82
62,82
63,82
64,82
88,82
89,82
90,82
100,82
101,82
102,82
143,82
144,82
145,82
154,82
155,82
156,82
194,82
195,82
196,82
204,82
205,82
47,81
48,81
49,81
50,81
62,81
63,81
64,81
88,81
89,81
90,81
100,81
101,81
102,81
103,81
142,81
143,81
144,81
145,81
154,81
155,81
156,81
195,81
196,81
204,81
205,81
48,80
49,80
50,80
51,80
63,80
64,80
65,80
89,80
90,80
101,80
102,80
103,80
104,80
105,80
141,80
142,80
143,80
144,80
154,80
155,80
195,80
196,80
204,80
205,80
49,79
50,79
51,79
52,79
53,79
63,79
64,79
65,79
89,79
90,79
91,79
102,79
103,79
104,79
105,79
140,79
141,79
142,79
143,79
153,79
154,79
155,79
195,79
196,79
197,79
204,79
205,79
51,78
52,78
53,78
54,78
64,78
65,78
66,78
90,78
91,78
92,78
103,78
104,78
105,78
106,78
140,78
141,78
142,78
143,78
153,78
154,78
196,78
197,78
204,78
205,78
51,77
52,77
53,77
54,77
55,77
64,77
65,77
66,77
90,77
91,77
92,77
93,77
104,77
105,77
106,77
107,77
108,77
139,77
140,77
141,77
142,77
152,77
153,77
154,77
196,77
197,77
203,77
204,77
205,77
52,76
53,76
54,76
55,76
64,76
65,76
66,76
67,76
90,76
91,76
92,76
93,76
94,76
104,76
105,76
106,76
107,76
108,76
109,76
138,76
139,76
140,76
141,76
142,76
152,76
153,76
154,76
196,76
197,76
203,76
204,76
205,76
54,75
55,75
56,75
65,75
66,75
67,75
91,75
92,75
93,75
94,75
106,75
107,75
108,75
109,75
110,75
135,75
136,75
137,75
138,75
139,75
140,75
141,75
152,75
153,75
195,75
196,75
197,75
203,75
204,75
205,75
55,74
56,74
57,74
65,74
66,74
67,74
92,74
93,74
94,74
95,74
107,74
108,74
109,74
110,74
111,74
112,74
133,74
134,74
135,74
136,74
137,74
138,74
139,74
151,74
152,74
195,74
196,74
203,74
204,74
205,74
56,73
57,73
66,73
67,73
93,73
94,73
95,73
96,73
108,73
109,73
110,73
111,73
112,73
113,73
114,73
115,73
129,73
130,73
131,73
132,73
133,73
134,73
135,73
136,73
137,73
138,73
150,73
151,73
152,73
195,73
196,73
202,73
203,73
204,73
56,72
57,72
66,72
67,72
93,72
94,72
95,72
96,72
97,72
110,72
111,72
112,72
113,72
114,72
115,72
116,72
128,72
129,72
130,72
131,72
132,72
133,72
134,72
135,72
136,72
149,72
150,72
151,72
194,72
195,72
196,72
202,72
203,72
204,72
56,71
57,71
66,71
67,71
94,71
95,71
96,71
97,71
98,71
112,71
113,71
114,71
115,71
116,71
117,71
118,71
119,71
120,71
121,71
122,71
123,71
124,71
125,71
126,71
127,71
128,71
129,71
130,71
131,71
132,71
133,71
134,71
135,71
148,71
149,71
150,71
151,71
194,71
195,71
196,71
202,71
203,71
204,71
57,70
58,70
66,70
67,70
95,70
96,70
97,70
98,70
99,70
114,70
115,70
116,70
117,70
118,70
119,70
120,70
121,70
122,70
123,70
124,70
125,70
126,70
127,70
128,70
129,70
130,70
131,70
148,70
149,70
150,70
194,70
195,70
196,70
202,70
203,70
204,70
58,69
66,69
67,69
68,69
97,69
98,69
99,69
100,69
101,69
119,69
120,69
121,69
122,69
123,69
124,69
125,69
147,69
148,69
149,69
194,69
195,69
202,69
203,69
204,69
58,68
66,68
67,68
68,68
98,68
99,68
100,68
101,68
146,68
147,68
148,68
193,68
194,68
195,68
202,68
203,68
204,68
58,67
66,67
67,67
68,67
69,67
70,67
99,67
100,67
101,67
102,67
103,67
144,67
145,67
146,67
147,67
193,67
194,67
195,67
202,67
203,67
204,67
57,66
58,66
66,66
67,66
68,66
69,66
70,66
71,66
100,66
101,66
102,66
103,66
104,66
143,66
144,66
145,66
146,66
147,66
193,66
194,66
195,66
202,66
203,66
204,66
57,65
58,65
66,65
67,65
68,65
69,65
70,65
71,65
101,65
102,65
103,65
104,65
105,65
106,65
141,65
142,65
143,65
144,65
145,65
146,65
193,65
194,65
202,65
203,65
204,65
56,64
57,64
58,64
67,64
68,64
69,64
70,64
71,64
102,64
103,64
104,64
105,64
106,64
107,64
138,64
139,64
140,64
141,64
142,64
143,64
144,64
192,64
193,64
194,64
202,64
203,64
204,64
56,63
57,63
66,63
67,63
68,63
69,63
70,63
71,63
104,63
105,63
106,63
107,63
108,63
109,63
110,63
111,63
136,63
137,63
138,63
139,63
140,63
141,63
142,63
192,63
193,63
194,63
202,63
203,63
204,63
55,62
56,62
57,62
66,62
67,62
68,62
69,62
70,62
71,62
106,62
107,62
108,62
109,62
110,62
111,62
112,62
113,62
114,62
133,62
134,62
135,62
136,62
137,62
138,62
139,62
140,62
192,62
193,62
202,62
203,62
55,61
56,61
57,61
66,61
68,61
69,61
70,61
107,61
108,61
109,61
110,61
111,61
112,61
113,61
114,61
115,61
116,61
117,61
