x,y
57.0,40.0
55.0,39.0
56.0,39.0
55.0,38.0
56.0,38.0
56.0,37.0
43.0,31.0
56.0,36.0
45.0,30.0
56.0,35.0
57.0,35.0
56.0,34.0
57.0,34.0
57.0,33.0
46.0,26.0
57.0,32.0
58.0,32.0
56.0,30.0
58.0,31.0
59.0,31.0
60.0,31.0
59.0,30.0
60.0,30.0
61.0,30.0
62.0,30.0
61.0,29.0
62.0,29.0
52.0,19.0
63.0,29.0
64.0,29.0
63.0,27.0
65.0,29.0
65.0,28.0
56.0,16.0
66.0,28.0
66.0,27.0
58.0,15.0
67.0,27.0
59.0,15.0
68.0,27.0
61.0,15.0
69.0,27.0
62.0,14.0
70.0,27.0
63.0,13.0
71.0,27.0
65.0,14.0
72.0,27.0
66.0,13.0
73.0,27.0
68.0,14.0
68.0,13.0
74.0,27.0
70.0,14.0
75.0,27.0
71.0,14.0
72.0,14.0
76.0,27.0
73.0,14.0
77.0,27.0
74.0,13.0
78.0,28.0
78.0,27.0
76.0,13.0
79.0,29.0
80.0,29.0
80.0,28.0
81.0,29.0
81.0,28.0
81.0,15.0
82.0,29.0
83.0,15.0
83.0,28.0
83.0,29.0
84.0,28.0
84.0,29.0
86.0,16.0
85.0,29.0
86.0,27.0
86.0,29.0
89.0,16.0
87.0,27.0
87.0,29.0
88.0,27.0
88.0,28.0
88.0,29.0
89.0,27.0
89.0,28.0
89.0,29.0
90.0,28.0
90.0,29.0
91.0,27.0
91.0,28.0
91.0,29.0
92.0,28.0
92.0,29.0
93.0,28.0
94.0,27.0
93.0,29.0
95.0,27.0
94.0,29.0
95.0,28.0
95.0,29.0
97.0,27.0
96.0,29.0
98.0,27.0
97.0,29.0
108.0,17.0
98.0,29.0
99.0,29.0
101.0,27.0
100.0,29.0
112.0,17.0
101.0,29.0
102.0,29.0
103.0,29.0
105.0,28.0
104.0,29.0
105.0,29.0
106.0,29.0
107.0,29.0
108.0,29.0
109.0,29.0
110.0,29.0
111.0,29.0
112.0,29.0
113.0,29.0
114.0,29.0
115.0,29.0
117.0,29.0
118.0,29.0
120.0,29.0
121.0,29.0
123.0,29.0
125.0,29.0
127.0,29.0
130.0,29.0
132.0,29.0
135.0,29.0
138.0,29.0
141.0,29.0
145.0,29.0
149.0,29.0
153.0,29.0
159.0,29.0
165.0,29.0
172.0,29.0
180.0,29.0
